Data;Water Level;Water Level Error
24/01/2020;0;0
25/01/2020;0;0
26/01/2020;0;0
27/01/2020;0;0
28/01/2020;0,488289182;0,003616424
29/01/2020;0;0
30/01/2020;0;0
31/01/2020;0;0
01/02/2020;0;0
02/02/2020;0,4730443;0,00269284
03/02/2020;0;0
04/02/2020;0;0
05/02/2020;0;0
06/02/2020;0;0
07/02/2020;0;0
08/02/2020;0;0
09/02/2020;0;0
10/02/2020;0;0
11/02/2020;0;0
12/02/2020;0;0
13/02/2020;0;0
14/02/2020;0;0
15/02/2020;0;0
16/02/2020;0;0
17/02/2020;0;0
18/02/2020;0;0
19/02/2020;0;0
20/02/2020;0;0
21/02/2020;0;0
22/02/2020;0;0
23/02/2020;0;0
24/02/2020;0;0
25/02/2020;0;0
26/02/2020;0;0
27/02/2020;0;0
28/02/2020;0;0
29/02/2020;0,520261205;0,000532199
01/03/2020;0;0
02/03/2020;0;0
03/03/2020;0;0
04/03/2020;0;0
05/03/2020;0;0
06/03/2020;0;0
07/03/2020;0;0
08/03/2020;0,332502774;0,001522797
09/03/2020;0;0
10/03/2020;0;0
11/03/2020;0;0
12/03/2020;0;0
13/03/2020;0;0
14/03/2020;0;0
15/03/2020;0;0
16/03/2020;0;0
17/03/2020;0;0
18/03/2020;0,46078052;0,002634407
19/03/2020;0;0
20/03/2020;0;0
21/03/2020;0;0
22/03/2020;0;0
23/03/2020;0;0
24/03/2020;0;0
25/03/2020;0;0
26/03/2020;0;0
27/03/2020;0;0
28/03/2020;0;0
29/03/2020;0;0
30/03/2020;0;0
31/03/2020;0;0
01/04/2020;0;0
02/04/2020;0;0
03/04/2020;0;0
04/04/2020;0;0
05/04/2020;0;0
06/04/2020;0,296250477;0,002731328
07/04/2020;0;0
08/04/2020;0;0
09/04/2020;0;0
10/04/2020;0;0
11/04/2020;0;0
12/04/2020;0;0
13/04/2020;0;0
14/04/2020;0;0
15/04/2020;0;0
16/04/2020;0,439167192;0,000726431
17/04/2020;0;0
18/04/2020;0;0
19/04/2020;0;0
20/04/2020;0;0
21/04/2020;0;0
22/04/2020;0;0
23/04/2020;0,501194285;0,004296606
24/04/2020;0;0
25/04/2020;0;0
26/04/2020;0,460921736;0
27/04/2020;0;0
28/04/2020;0;0
29/04/2020;0;0
30/04/2020;0;0
01/05/2020;0;0
02/05/2020;0;0
03/05/2020;0;0
04/05/2020;0;0
05/05/2020;0;0
06/05/2020;0;0
07/05/2020;0;0
08/05/2020;0;0
09/05/2020;0;0
10/05/2020;0;0
11/05/2020;0;0
12/05/2020;0;0
13/05/2020;0;0
14/05/2020;0;0
15/05/2020;0;0
16/05/2020;0,58332883;0,003082503
17/05/2020;0;0
18/05/2020;0;0
19/05/2020;0;0
20/05/2020;0,446255253;4,80449E-05
21/05/2020;0;0
22/05/2020;0;0
23/05/2020;0;0
24/05/2020;0;0
25/05/2020;0;0
26/05/2020;0;0
27/05/2020;0;0
28/05/2020;0;0
29/05/2020;0;0
30/05/2020;0;0
31/05/2020;0;0
01/06/2020;0;0
02/06/2020;0;0
03/06/2020;0;0
04/06/2020;0;0
05/06/2020;0;0
06/06/2020;0;0
07/06/2020;0;0
08/06/2020;0;0
09/06/2020;0;0
10/06/2020;0;0
11/06/2020;0;0
12/06/2020;0;0
13/06/2020;0;0
14/06/2020;0;0
15/06/2020;0,690577019;0,00069044
16/06/2020;0,631326034;0,005221852
17/06/2020;0;0
18/06/2020;0;0
19/06/2020;0;0
20/06/2020;0;0
21/06/2020;0;0
22/06/2020;0;0
23/06/2020;0;0
24/06/2020;0;0
25/06/2020;0;0
26/06/2020;0;0
27/06/2020;0;0
28/06/2020;0;0
29/06/2020;0;0
30/06/2020;0;0
01/07/2020;0;0
02/07/2020;0;0
03/07/2020;0;0
04/07/2020;0;0
05/07/2020;0,928904409;0,00876643
06/07/2020;0;0
07/07/2020;0;0
08/07/2020;0;0
09/07/2020;0;0
10/07/2020;0;0
11/07/2020;0;0
12/07/2020;0;0
13/07/2020;0;0
14/07/2020;0;0
15/07/2020;0;0
16/07/2020;0;0
17/07/2020;0;0
18/07/2020;0;0
19/07/2020;0;0
20/07/2020;0;0
21/07/2020;0;0
22/07/2020;0;0
23/07/2020;0;0
24/07/2020;0,71031114;0,00107362
25/07/2020;0;0
26/07/2020;0;0
27/07/2020;0;0
28/07/2020;0;0
29/07/2020;0;0
30/07/2020;0;0
31/07/2020;0;0
01/08/2020;0;0
02/08/2020;0;0
03/08/2020;0;0
04/08/2020;0;0
05/08/2020;0;0
06/08/2020;0;0
07/08/2020;0;0
08/08/2020;0;0
09/08/2020;0,672474471;0,006602643
10/08/2020;0;0
11/08/2020;0;0
12/08/2020;0;0
13/08/2020;0,654804041;0,000598607
14/08/2020;0;0
15/08/2020;0;0
16/08/2020;0;0
17/08/2020;0;0
18/08/2020;0;0
19/08/2020;0;0
20/08/2020;0;0
21/08/2020;0;0
22/08/2020;0;0
23/08/2020;0,882585596;0,001301698
24/08/2020;0;0
25/08/2020;0;0
26/08/2020;0;0
27/08/2020;0;0
28/08/2020;0;0
29/08/2020;0;0
30/08/2020;0;0
31/08/2020;0;0
01/09/2020;0;0
02/09/2020;0,845682151;0,028148812
03/09/2020;0;0
04/09/2020;0;0
05/09/2020;0,673817374;0,000943055
06/09/2020;0;0
07/09/2020;0;0
08/09/2020;0;0
09/09/2020;0;0
10/09/2020;0;0
11/09/2020;0;0
12/09/2020;0;0
13/09/2020;0;0
14/09/2020;0;0
15/09/2020;0;0
16/09/2020;0;0
17/09/2020;0;0
18/09/2020;0;0
19/09/2020;0;0
20/09/2020;0;0
21/09/2020;0;0
22/09/2020;0,92532424;0,000774621
23/09/2020;0;0
24/09/2020;0;0
25/09/2020;0;0
26/09/2020;0;0
27/09/2020;0;0
28/09/2020;0;0
29/09/2020;0;0
30/09/2020;0;0
01/10/2020;0;0
02/10/2020;0;0
03/10/2020;0;0
04/10/2020;0;0
05/10/2020;0;0
06/10/2020;0;0
07/10/2020;0;0
08/10/2020;0;0
09/10/2020;0;0
10/10/2020;0;0
11/10/2020;0;0
12/10/2020;0,759558418;0,00105484
13/10/2020;0;0
14/10/2020;0;0
15/10/2020;0;0
16/10/2020;0;0
17/10/2020;0;0
18/10/2020;0;0
19/10/2020;0;0
20/10/2020;0;0
21/10/2020;0;0
22/10/2020;0,63745775;0,003898979
23/10/2020;0;0
24/10/2020;0;0
25/10/2020;0;0
26/10/2020;0;0
27/10/2020;0;0
28/10/2020;0;0
29/10/2020;0,810869731;0,004785874
30/10/2020;0;0
31/10/2020;0;0
01/11/2020;0,669135686;0,009653369
02/11/2020;0;0
03/11/2020;0;0
04/11/2020;0;0
05/11/2020;0;0
06/11/2020;0;0
07/11/2020;0;0
08/11/2020;0;0
09/11/2020;0;0
10/11/2020;0;0
11/11/2020;0;0
12/11/2020;0;0
13/11/2020;0;0
14/11/2020;0;0
15/11/2020;0;0
16/11/2020;0;0
17/11/2020;0;0
18/11/2020;0;0
19/11/2020;0;0
20/11/2020;0;0
21/11/2020;0;0
22/11/2020;0;0
23/11/2020;0;0
24/11/2020;0;0
25/11/2020;0,452638738;0,002314179
26/11/2020;0;0
27/11/2020;0;0
28/11/2020;0;0
29/11/2020;0;0
30/11/2020;0;0
01/12/2020;0;0
02/12/2020;0;0
03/12/2020;0;0
04/12/2020;0;0
05/12/2020;0;0
06/12/2020;0;0
07/12/2020;0;0
08/12/2020;0;0
09/12/2020;0;0
10/12/2020;0,25590577;0,004868631
11/12/2020;0;0
12/12/2020;0;0
13/12/2020;0;0
14/12/2020;0;0
15/12/2020;0;0
16/12/2020;0;0
17/12/2020;0;0
18/12/2020;0;0
19/12/2020;0;0
20/12/2020;0,220827654;0,000791558
21/12/2020;0;0
22/12/2020;0;0
23/12/2020;0;0
24/12/2020;0;0
25/12/2020;0;0
26/12/2020;0;0
27/12/2020;0;0
28/12/2020;0;0
29/12/2020;0;0
30/12/2020;0,214256584;0,000489043
31/12/2020;0;0
01/01/2021;0;0
02/01/2021;0;0
03/01/2021;0;0
04/01/2021;0;0
05/01/2021;0;0
06/01/2021;0;0
07/01/2021;0;0
08/01/2021;0;0
09/01/2021;0,227076316;0,000992098
10/01/2021;0;0
11/01/2021;0;0
12/01/2021;0;0
13/01/2021;0;0
14/01/2021;0;0
15/01/2021;0;0
16/01/2021;0;0
17/01/2021;0;0
18/01/2021;0,349378486;0,000701773
19/01/2021;0;0
20/01/2021;0;0
21/01/2021;0;0
22/01/2021;0;0
23/01/2021;0;0
24/01/2021;0;0
25/01/2021;0;0
26/01/2021;0;0
27/01/2021;0;0
28/01/2021;0;0
29/01/2021;0,401829134;0,000206464
30/01/2021;0;0
31/01/2021;0;0
01/02/2021;0;0
02/02/2021;0;0
03/02/2021;0;0
04/02/2021;0;0
05/02/2021;0;0
06/02/2021;0;0
07/02/2021;0;0
08/02/2021;0;0
09/02/2021;0;0
10/02/2021;0;0
11/02/2021;0;0
12/02/2021;0;0
13/02/2021;0;0
14/02/2021;0,451963495;0,002656431
15/02/2021;0;0
16/02/2021;0;0
17/02/2021;0;0
18/02/2021;0,432883441;0,001719219
19/02/2021;0;0
20/02/2021;0;0
21/02/2021;0;0
22/02/2021;0;0
23/02/2021;0;0
24/02/2021;0;0
25/02/2021;0;0
26/02/2021;0;0
27/02/2021;0;0
28/02/2021;0;0
01/03/2021;0;0
02/03/2021;0;0
03/03/2021;0;0
04/03/2021;0;0
05/03/2021;0;0
06/03/2021;0;0
07/03/2021;0;0
08/03/2021;0;0
09/03/2021;0,444538513;0,002363335
10/03/2021;0;0
11/03/2021;0;0
12/03/2021;0;0
13/03/2021;0,463632487;0,001168646
14/03/2021;0;0
15/03/2021;0;0
16/03/2021;0;0
17/03/2021;0;0
18/03/2021;0;0
19/03/2021;0,578295665;0,001150003
20/03/2021;0;0
21/03/2021;0;0
22/03/2021;0;0
23/03/2021;0;0
24/03/2021;0;0
25/03/2021;0;0
26/03/2021;0;0
27/03/2021;0;0
28/03/2021;0;0
29/03/2021;0;0
30/03/2021;0;0
31/03/2021;0;0
01/04/2021;0;0
02/04/2021;0;0
03/04/2021;0;0
04/04/2021;0;0
05/04/2021;0;0
06/04/2021;0;0
07/04/2021;0;0
08/04/2021;0,460735819;0,000445495
09/04/2021;0;0
10/04/2021;0;0
11/04/2021;0;0
12/04/2021;0;0
13/04/2021;0;0
14/04/2021;0;0
15/04/2021;0;0
16/04/2021;0;0
17/04/2021;0;0
18/04/2021;0,367845595;0,000172369
19/04/2021;0;0
20/04/2021;0;0
21/04/2021;0;0
22/04/2021;0;0
23/04/2021;0;0
24/04/2021;0;0
25/04/2021;0;0
26/04/2021;0;0
27/04/2021;0;0
28/04/2021;0;0
29/04/2021;0;0
30/04/2021;0;0
01/05/2021;0;0
02/05/2021;0;0
03/05/2021;0;0
04/05/2021;0;0
05/05/2021;0;0
06/05/2021;0;0
07/05/2021;0;0
08/05/2021;0,625509053;0,000905056
09/05/2021;0;0
10/05/2021;0;0
11/05/2021;0;0
12/05/2021;0;0
13/05/2021;0;0
14/05/2021;0;0
15/05/2021;0;0
16/05/2021;0;0
17/05/2021;0;0
18/05/2021;0,508930852;0,001264444
19/05/2021;0;0
20/05/2021;0;0
21/05/2021;0;0
22/05/2021;0;0
23/05/2021;0;0
24/05/2021;0;0
25/05/2021;0;0
26/05/2021;0;0
27/05/2021;0;0
28/05/2021;0,705863017;0,002579519
29/05/2021;0;0
30/05/2021;0;0
31/05/2021;0;0
01/06/2021;0;0
02/06/2021;0,844108239;0,000611659
03/06/2021;0;0
04/06/2021;0;0
05/06/2021;0;0
06/06/2021;0;0
07/06/2021;0,771776904;0,0009121
08/06/2021;0;0
09/06/2021;0;0
10/06/2021;0;0
11/06/2021;0;0
12/06/2021;0;0
13/06/2021;0;0
14/06/2021;0;0
15/06/2021;0;0
16/06/2021;0;0
17/06/2021;0;0
18/06/2021;0;0
19/06/2021;0;0
20/06/2021;0;0
21/06/2021;0;0
22/06/2021;0;0
23/06/2021;0;0
24/06/2021;0;0
25/06/2021;0;0
26/06/2021;0;0
27/06/2021;0;0
28/06/2021;0;0
29/06/2021;0;0
30/06/2021;0;0
01/07/2021;0;0
02/07/2021;0;0
03/07/2021;0;0
04/07/2021;0;0
05/07/2021;0;0
06/07/2021;0;0
07/07/2021;0;0
08/07/2021;0;0
09/07/2021;0;0
10/07/2021;0;0
11/07/2021;0;0
12/07/2021;0;0
13/07/2021;0;0
14/07/2021;0;0
15/07/2021;0;0
16/07/2021;0,641458297;0,001418876
17/07/2021;0;0
18/07/2021;0;0
19/07/2021;0;0
20/07/2021;0;0
21/07/2021;0;0
22/07/2021;0;0
23/07/2021;0;0
24/07/2021;0;0
25/07/2021;0;0
26/07/2021;0,518270679;0,008255264
27/07/2021;0;0
28/07/2021;0;0
29/07/2021;0;0
30/07/2021;0;0
31/07/2021;0;0
01/08/2021;0;0
02/08/2021;0;0
03/08/2021;0;0
04/08/2021;0;0
05/08/2021;0,693038019;0,000190853
06/08/2021;0;0
07/08/2021;0;0
08/08/2021;0;0
09/08/2021;0;0
10/08/2021;0;0
11/08/2021;0;0
12/08/2021;0;0
13/08/2021;0;0
14/08/2021;0;0
15/08/2021;0,567263374;0,001433284
16/08/2021;0;0
17/08/2021;0;0
18/08/2021;0;0
19/08/2021;0;0
20/08/2021;0;0
21/08/2021;0;0
22/08/2021;0,573875433;0,005333721
23/08/2021;0;0
24/08/2021;0;0
25/08/2021;0,582619394;0,001139689
26/08/2021;0;0
27/08/2021;0;0
28/08/2021;0;0
29/08/2021;0;0
30/08/2021;0;0
31/08/2021;0;0
01/09/2021;0;0
02/09/2021;0;0
03/09/2021;0;0
04/09/2021;0,742314963;0,000482563
05/09/2021;0;0
06/09/2021;0;0
07/09/2021;0;0
08/09/2021;0;0
09/09/2021;0;0
10/09/2021;0;0
11/09/2021;0;0
12/09/2021;0;0
13/09/2021;0;0
14/09/2021;0,716854744;0,003169531
15/09/2021;0;0
16/09/2021;0;0
17/09/2021;0;0
18/09/2021;0;0
19/09/2021;0;0
20/09/2021;0;0
21/09/2021;0;0
22/09/2021;0;0
23/09/2021;0;0
24/09/2021;0;0
25/09/2021;0;0
26/09/2021;0;0
27/09/2021;0;0
28/09/2021;0;0
29/09/2021;0;0
30/09/2021;0;0
01/10/2021;0;0
02/10/2021;0;0
03/10/2021;0;0
04/10/2021;0;0
05/10/2021;0;0
06/10/2021;0;0
07/10/2021;0;0
08/10/2021;0;0
09/10/2021;0;0
10/10/2021;0;0
11/10/2021;0;0
12/10/2021;0;0
13/10/2021;0;0
14/10/2021;0,950686359;0,000461032
15/10/2021;0;0
16/10/2021;0;0
17/10/2021;0;0
18/10/2021;0;0
19/10/2021;0;0
20/10/2021;0;0
21/10/2021;0;0
22/10/2021;0;0
23/10/2021;0;0
24/10/2021;0;0
25/10/2021;0;0
26/10/2021;0;0
27/10/2021;0;0
28/10/2021;0;0
29/10/2021;0;0
30/10/2021;0;0
31/10/2021;0;0
01/11/2021;0;0
02/11/2021;0,571319754;0
03/11/2021;0;0
04/11/2021;0;0
05/11/2021;0;0
06/11/2021;0;0
07/11/2021;0;0
08/11/2021;0;0
09/11/2021;0;0
10/11/2021;0;0
11/11/2021;0,394367494;0,003404649
12/11/2021;0,458190172;0,000765421
13/11/2021;0;0
14/11/2021;0;0
15/11/2021;0;0
16/11/2021;0;0
17/11/2021;0;0
18/11/2021;0;0
19/11/2021;0;0
20/11/2021;0;0
21/11/2021;0;0
22/11/2021;0,389618748;0,001038942
23/11/2021;0;0
24/11/2021;0;0
25/11/2021;0;0
26/11/2021;0;0
27/11/2021;0;0
28/11/2021;0;0
29/11/2021;0;0
30/11/2021;0;0
01/12/2021;0;0
02/12/2021;0;0
03/12/2021;0;0
04/12/2021;0;0
05/12/2021;0;0
06/12/2021;0;0
07/12/2021;0;0
08/12/2021;0,3090258;0,005700479
09/12/2021;0;0
10/12/2021;0;0
11/12/2021;0;0
12/12/2021;0,364747675;0,000253412
13/12/2021;0;0
14/12/2021;0;0
15/12/2021;0;0
16/12/2021;0;0
17/12/2021;0;0
18/12/2021;0;0
19/12/2021;0;0
20/12/2021;0;0
21/12/2021;0;0
22/12/2021;0,196915271;0,000609597
23/12/2021;0;0
24/12/2021;0;0
25/12/2021;0;0
26/12/2021;0;0
27/12/2021;0;0
28/12/2021;0;0
29/12/2021;0;0
30/12/2021;0;0
31/12/2021;0;0
01/01/2022;0,34191517;0,002350616
02/01/2022;0;0
03/01/2022;0;0
04/01/2022;0,259656653;0,002143588
05/01/2022;0;0
06/01/2022;0;0
07/01/2022;0;0
08/01/2022;0;0
09/01/2022;0;0
10/01/2022;0;0
11/01/2022;0,192725068;0,002617027
12/01/2022;0;0
13/01/2022;0;0
14/01/2022;0;0
15/01/2022;0;0
16/01/2022;0;0
17/01/2022;0;0
18/01/2022;0;0
19/01/2022;0;0
20/01/2022;0;0
21/01/2022;0,274810662;0,003031749
22/01/2022;0;0
23/01/2022;0;0
24/01/2022;0;0
25/01/2022;0;0
26/01/2022;0;0
27/01/2022;0;0
28/01/2022;0;0
29/01/2022;0;0
30/01/2022;0;0
31/01/2022;0,363989854;0,001025872
01/02/2022;0;0
02/02/2022;0;0
03/02/2022;0;0
04/02/2022;0;0
05/02/2022;0;0
06/02/2022;0;0
07/02/2022;0;0
08/02/2022;0;0
09/02/2022;0;0
10/02/2022;0,51992765;0,000936499
11/02/2022;0;0
12/02/2022;0;0
13/02/2022;0;0
14/02/2022;0;0
15/02/2022;0;0
16/02/2022;0;0
17/02/2022;0;0
18/02/2022;0;0
19/02/2022;0;0
20/02/2022;0,477807539;0,001457724
21/02/2022;0;0
22/02/2022;0;0
23/02/2022;0;0
24/02/2022;0;0
25/02/2022;0;0
26/02/2022;0;0
27/02/2022;0,365791779;0,005742693
28/02/2022;0;0
01/03/2022;0,453446649;0,002037514
02/03/2022;0;0
03/03/2022;0;0
04/03/2022;0;0
05/03/2022;0;0
06/03/2022;0;0
07/03/2022;0;0
08/03/2022;0;0
09/03/2022;0;0
10/03/2022;0;0
11/03/2022;0,334393595;0,000301348
12/03/2022;0;0
13/03/2022;0;0
14/03/2022;0;0
15/03/2022;0;0
16/03/2022;0;0
17/03/2022;0;0
18/03/2022;0;0
19/03/2022;0;0
20/03/2022;0;0
21/03/2022;0;0
22/03/2022;0;0
23/03/2022;0;0
